state,lga,ward,uid,facility_code,facility_name,reg_number,start_date,ownership,facility_level,longitude,latitude,operation_status,registration_status,license_status,created,last_updated
Delta,Ukwuani,Okuzu,78244041,10/21/1/1/2/0013,Queen Of The Apostles Catholic Hospital,613050,1988-01-01,Private,Secondary,6.16064,5.85122,Operational,Registered,Unknown,2018-01-01 01:01:01,2019-12-24 14:45:15
Delta,Ukwuani,Okuzu,79711431,10/21/1/2/2/0035,Scottysh Gee Memorial Hospital,,2018-01-01,Private,Secondary,6.16563,5.84472,Operational,,,2019-12-20 22:49:34,2019-12-24 18:49:09
Delta,Ukwuani,Okuzu,15877365,10/21/1/1/2/0024,Spring  Hospital,,2000-01-01,Private,Secondary,6.15896,5.8472,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-24 18:55:31
Delta,Ukwuani,Amai,23201379,10/21/1/2/2/0041,Thereezek Hospital And Maternity,,2019-06-06,Private,Secondary,6.20399,5.75634,Operational,Pending Registration,Not Licensed,2019-12-21 05:09:04,2019-12-24 23:19:33
Delta,Ukwuani,Ogbe Obiaruku,57598657,10/21/1/1/2/0027,Trinity Hospital,,2010-01-01,Private,Secondary,6.13854,5.8301,Operational,Pending Registration,Licensed,2018-01-01 01:01:01,2019-12-24 22:41:08
Delta,Ukwuani,Umutu,54573770,10/21/1/1/2/0032,Umutu  General Hospital,,2003-01-01,Public,Secondary,6.22561,5.90842,Operational,Not Applicable,Not Applicable,2018-01-01 01:01:01,2019-12-25 08:35:28
Delta,Ukwuani,Ogbe Obiaruku,65649337,10/21/1/2/2/0002,Veeray Clinic,,,Private,Secondary,6.138557196,5.843020678,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Delta,Uvwie,Ohorhe,66724968,10/22/1/2/1/0001,3 Battalion Medical Reception Station,,1980-01-05,Public,Secondary,5.76977,5.57845,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-21 07:42:06
Delta,Uvwie,Urhumarho,77395860,10/22/1/2/2/0044,Aviel Specialist Clinic,RC1574303,2019-01-05,Private,Secondary,5.76895,5.55647,Operational,Pending Registration,Licensed,2019-12-21 17:04:23,2019-12-26 10:24:15
Delta,Uvwie,Ugborikoko,35995376,10/22/1/1/2/0006,B.U Clinic & Hospital Limited,RC 674763,2006-01-11,Private,Secondary,5.76206,5.53787,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-21 05:53:11
Delta,Uvwie,Ugborikoko,32244360,10/22/1/2/2/0033,Capitol Hill Clinic/Hospital,,1996-05-12,Private,Secondary,5.77785,5.54828,Operational,Registered,Licensed,2019-12-21 13:35:08,2019-12-21 14:12:08
Delta,Uvwie,Ugborikoko,52648235,10/22/1/2/2/0038,Coastal Specialist Clinic Limited.,,2016-01-12,Private,Secondary,5.75926,5.5472,Operational,Registered,Licensed,2019-12-21 16:01:22,2019-12-26 10:41:24
Delta,Uvwie,Ugbomro,73774911,10/22/1/2/2/0036,Delta Procare Clinic/Hospital,RC1463411,2018-01-06,Private,Secondary,5.81731,5.56577,Operational,Registered,Licensed,2019-12-21 14:13:24,2019-12-22 06:03:25
Delta,Uvwie,Ekpan 1,64500449,10/24/1/2/1/0001,Ekpan General Hospital,,1980-01-02,Public,Secondary,5.74922,5.56234,Operational,Not Applicable,Not Applicable,2018-01-01 01:01:01,2019-12-21 12:50:21
Delta,Uvwie,Urhumarho,64124298,10/22/1/2/2/0045,Grace Fill Medical Centre,BN2624746,2017-02-02,Private,Secondary,5.76581,5.54762,Operational,Registered,Licensed,2019-12-21 17:13:10,2019-12-26 10:42:50
Delta,Uvwie,Ugborikoko,55010386,10/22/1/2/2/0001,Group Medicals,,,Private,Secondary,5.774475098,5.544494629,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Delta,Uvwie,Ekpan 1,48445483,10/22/1/2/2/0002,Nigerian National Petroleum Cooperation Clinic.,,1986-01-01,Public,Secondary,5.77915,5.56416,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-23 23:37:00
Delta,Uvwie,Ohorhe,50031159,10/22/1/1/1/0006,"Nigerian Navy Hospital, Effurun",,2000-01-01,Public,Secondary,5.77748,5.57247,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-23 23:38:21
Delta,Uvwie,Ugborikoko,68386960,10/22/1/1/1/0013,Pearl Clinic,,2003-01-04,Private,Secondary,5.76705,5.54953,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-24 14:42:54
Delta,Uvwie,Ugbomro,39062374,10/22/1/2/2/0034,Pharez Hospital and Diagnostics,,2017-01-08,Private,Secondary,5.81602,5.56466,Operational,Registered,Licensed,2019-12-21 13:50:12,2019-12-24 18:48:25
Delta,Uvwie,Ugborikoko,14685336,10/22/1/2/2/0041,Radah Bay Hospital,RC1477698,2018-01-10,Private,Secondary,5.76002,5.54175,Operational,Registered,Licensed,2019-12-21 16:26:03,2019-12-26 10:46:40
Delta,Uvwie,Ugborikoko,51570641,10/22/1/1/2/0015,Rapha Children Specialist Clinic.,,2008-01-07,Private,Secondary,5.75663,5.54203,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-24 14:46:00
Delta,Uvwie,Urhumarho,55939347,10/22/1/2/2/0040,Regal Hospital,,1995-11-09,Private,Secondary,5.76136,5.56548,Operational,Registered,Licensed,2019-12-21 16:18:38,2019-12-26 10:45:31
Delta,Uvwie,Alaka,39582197,10/22/1/2/2/0032,Shabach Hospital Limited.,,2015-12-02,Private,Secondary,5.78822,5.57393,Operational,Registered,Licensed,2019-12-21 13:21:14,2019-12-24 18:53:40
Delta,Uvwie,Ugboroke,36628949,10/22/1/2/2/0037,Sunrise Clinic,,2012-04-02,Private,Secondary,5.7559,5.54664,Operational,Registered,Licensed,2019-12-21 14:27:59,2019-12-24 23:19:16
Delta,Warri North,Unknown,85209020,10/23/1/2/1/0001,Abigborode General Hospital,,,Public,Secondary,5.53692627,5.892883301,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Delta,Warri North,Koko,71846126,10/23/1/2/1/0002,Koko General Hospital,,,Public,Secondary,5.431091309,5.993896484,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Delta,Warri South,Ode-Itsekiri,79398272,10/24/1/1/1/0009,Ode-Itsekiri  Health Facility,,2019-10-01,Public,Secondary,5.70221,5.48866,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-23 23:54:16
Delta,Warri South,Obodo,57340235,10/24/1/2/1/0003,Omadino Cottage Hospital,,2001-09-01,Public,Secondary,5.68817,5.53024,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-24 02:14:56
Delta,Warri South,Bowen,59606277,10/24/1/2/2/0004,St. Andrew Hospital,,2002-10-15,Private,Secondary,5.74773,5.51705,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-24 22:39:25
Delta,Warri South,Esisi,83490203,10/24/1/2/1/0005,Warri Central Hospital,,1906-01-01,Public,Secondary,5.7343,5.51806,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-25 08:51:42
Delta,Warri South West,Unknown,86909389,10/25/1/2/1/0001,General Hospital Ogidigben,,,Public,Secondary,5.18194413,5.55323561,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Delta,Warri South West,Madangho,61636030,10/25/1/2/1/0003,Madangho Cottage Hospital,,,Public,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Delta,Warri South West,Unknown,50713745,10/25/1/2/1/0004,Ogbe-Ijoh General Hospital,,,Public,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Delta,Warri South West,Okererenkoko,39549525,10/25/1/2/1/0002,Ogbe-Ijoh Government Hospital,OPERATIONAI,2019-02-03,Public,Secondary,5.73745,5.48325,Operational,Unknown,Licensed,2018-01-01 01:01:01,2019-12-24 02:00:34
Delta,Warri South West,Okererenkoko,72205780,10/25/1/2/1/0015,Okerenkoko Government Hospital,,2019-09-10,Public,Secondary,5.38234,5.61174,Operational,Not Applicable,Not Applicable,2019-12-21 14:14:32,2019-12-26 10:46:55
Delta,Warri South West,Oporaza,72689912,10/25/1/2/1/0014,Oporoza Government Hospital,,2018-08-12,Public,Secondary,5.23577,5.57257,Operational,Not Applicable,Not Applicable,2019-12-21 11:56:19,2019-12-26 10:23:43
Delta,Ethiope West,Ogharefe 1,40932473,10/06/1/3/1/0001,Delta State University Teaching Hospital,,2010-01-06,Public,Tertiary,5.70086,5.96029,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-24 07:56:36
Delta,Oshimili South,West End,29601552,10/15/1/3/1/0001,Federal Medical Centre Asaba,,2010-07-08,Public,Tertiary,6.71236,6.21078,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-23 08:36:19
Ebonyi,Abakaliki,Ndiagu,67572224,11/01/1/2/2/0088,Anglican Bethel Mission Hospital,BN2863099,2019-12-04,Private,Secondary,8.12302,6.31246,Operational,Registered,Licensed,2020-08-22 11:44:50,2020-08-22 12:27:37
Ebonyi,Abakaliki,Azuiyiokwu,55453955,01/11/1/1/1/0080,Christ The King Hospital Azuiyiokwu,,1986-01-01,Private,Secondary,8.10258,6.31131,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 14:13:13
Ebonyi,Abakaliki,Amagu,77411013,01/11/1/1/1/0080,Elinwovbu General Hospital,,2015-01-01,Public,Secondary,8.11296,6.21024,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-31 23:19:39
Ebonyi,Abakaliki,Okpaugwu,46198508,11/01/1/2/2/0003,Felix Memorial Clinic,,,Private,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Ebonyi,Abakaliki,Abakpa (Abakaliki),69725270,11/01/1/2/2/0004,Felly Sussy Hospital and Maternity,,1995-01-01,Private,Secondary,8.11496,6.32362,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 13:05:24
Ebonyi,Abakaliki,Okpaugwu,82210575,11/01/1/2/2/0100,"Genesis Specialist Clinic, Abakaliki",BN254215,2018-01-01,Private,Secondary,8.11862,6.32746,Operational,Registered,Licensed,2020-08-22 14:29:42,2020-08-22 14:48:32
Ebonyi,Abakaliki,Abakpa (Abakaliki),72357383,11/01/1/2/2/0006,Holy Trinity Hospital and Maternity,,1990-07-02,Private,Secondary,8.11674,6.32086,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 13:11:15
Ebonyi,Abakaliki,Unknown,41301257,11/01/1/2/2/0008,Mercy Hospital,,,Private,Secondary,8.11772,6.32139,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Ebonyi,Abakaliki,Abakpa (Abakaliki),21575981,01/11/1/1/1/0080,Mercy Hospital and Maternity,,2022-12-08,Private,Secondary,8.11763,6.32522,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 14:58:39
Ebonyi,Abakaliki,Izzi Unuhu,56186422,11/01/1/2/2/0092,"Mycrown Specialist Hospital, Abakaliki",BN2588964,2018-01-01,Private,Secondary,8.11332,6.30987,Operational,Registered,Licensed,2020-08-22 12:14:37,2020-08-22 15:42:20
Ebonyi,Abakaliki,Izzi Unuhu,36120144,11/01/1/2/2/0094,"NC and NC Medical Clinic, Abakaliki",,2009-01-07,Private,Secondary,8.10258,6.30548,Operational,Registered,Licensed,2020-08-22 12:30:31,2020-08-22 18:01:00
Ebonyi,Abakaliki,Okpaugwu,32808767,11/01/1/2/2/0001,Our Lady'S Clinic Abakaliki,,2005-01-01,Private,Secondary,8.17396,6.33707,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 18:09:29
Ebonyi,Abakaliki,Azuiyiokwu,67848592,11/01/1/2/2/0099,"Smile Specialist Hospital, Abakaliki",1042755,2014-01-01,Private,Secondary,8.08802,6.31922,Operational,Registered,Licensed,2020-08-22 13:01:31,2020-08-22 14:52:40
Ebonyi,Abakaliki,Azuiyiokwu,83579341,11/01/1/2/1/0002,Smiles Specialist H0Sp,,,Public,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Ebonyi,Abakaliki,Abakpa (Abakaliki),69869246,11/01/1/2/2/0010,St Theresa Hospital,,1986-01-01,Private,Secondary,8.11955,6.32079,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 14:55:16
Ebonyi,Abakaliki,Izzi Unuhu,57261056,11/01/1/2/2/0087,"Trinity Specialist Hospital, Abakaliki",BN2471144,2017-01-01,Private,Secondary,8.08953,6.30137,Operational,Registered,Licensed,2020-08-22 11:34:45,2020-08-22 17:00:31
Ebonyi,Afikpo North,Ohaisu Afikpo A,44599571,01/12/1/1/1/0048,Afikpo Medical Centre,,1986-01-01,Private,Secondary,7.93766,5.88656,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 12:17:07
Ebonyi,Afikpo North,Ohaisu Afikpo B,18639139,11/02/1/2/2/0009,Atims family Health Care Clinic / Maternity,,2011-01-01,Private,Secondary,7.93958,5.88647,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 12:27:58
Ebonyi,Afikpo North,Ohaisu Afikpo A,47067452,11/02/1/2/2/0005,Ausun  Life Care Hospital / Maternity,,2005-01-01,Private,Secondary,7.93562,5.88922,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 12:28:11
Ebonyi,Afikpo North,Itim,26783514,01/12/1/1/1/0048,By His Grace Mission Hospital & Maternity,,2008-01-01,Private,Secondary,7.92677,5.88706,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 12:58:54
Ebonyi,Afikpo North,Ohaisu Afikpo B,15255562,11/02/1/2/2/0008,Chinemerem Hospital / Maternity,,1990-01-01,Private,Secondary,7.94481,5.88231,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 12:18:11
Ebonyi,Afikpo North,Amasiri ward A,67812968,11/02/1/2/2/0054,Chukwu-Ola Memorial Hospital,,2018-01-01,Private,Secondary,7.84531,6.01531,Operational,Pending Registration,Not Licensed,2020-08-22 00:10:02,2020-08-22 12:42:59
Ebonyi,Afikpo North,Ohaisu Afikpo A,56124631,11/02/1/2/2/0049,Chukwuemeka Specialist Hospital,,2010-01-01,Private,Secondary,7.94516,5.88876,Operational,Registered,Licensed,2020-08-21 22:33:15,2020-08-22 12:44:16
Ebonyi,Afikpo North,Amasiri ward B,46869193,11/02/1/2/2/0055,Divine Health Maternity Care,,2017-01-01,Private,Secondary,7.88224,5.90607,Operational,Registration Suspended,Not Licensed,2020-08-22 00:21:34,2020-08-22 12:52:17
Ebonyi,Afikpo North,Ohaisu Afikpo B,65132740,11/04/1/1/2/0004,Divine Mercy Caring  Home/ Maternity  New Site  Afikpo,,2000-01-01,Private,Secondary,7.95333,5.88635,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 15:40:29
Ebonyi,Afikpo North,Ohaisu Afikpo B,51583546,11/02/1/2/2/0051,Emerie Hospital  Amangballa  Afikpo,,2017-01-01,Private,Secondary,7.93324,5.88566,Operational,Pending Registration,Licensed,2020-08-21 22:56:24,2020-08-22 14:57:22
Ebonyi,Afikpo North,Enohia Itim,48105440,11/02/1/2/1/0001,Itim Ukwu General Hospital,,2000-01-01,Public,Secondary,7.92541,5.84391,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 13:16:17
Ebonyi,Afikpo North,Unknown,65568452,11/02/1/2/2/0006,Maranatha Hospital,,,Private,Secondary,7.93658887,5.88360735,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Ebonyi,Afikpo North,Itim,29804749,01/12/1/1/1/0048,Niger Optical Services,RC12897,1988-01-01,Private,Secondary,7.93392,5.88632,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 13:55:45
Ebonyi,Afikpo North,Itim,64275855,11/02/1/2/2/0001,Romec  Hospital /Maternity,,2008-01-01,Private,Secondary,7.94618,5.86258,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 14:49:43
Ebonyi,Afikpo North,Amasiri ward B,86925252,01/12/1/1/1/0048,St Charles Clinic,,1994-01-01,Private,Secondary,7.84586,6.01399,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 18:01:33
Ebonyi,Afikpo North,Ohaisu Afikpo B,56809506,11/02/1/2/2/0052,St Paul Hospital And Maternity Evuma,,1978-01-01,Private,Secondary,7.94516,5.88876,Operational,Registered,Licensed,2020-08-21 23:42:40,2020-08-22 18:12:43
Ebonyi,Afikpo North,Ibii/Ozziza,36815257,11/02/1/2/2/0011,Ugo  Hospital,,2012-01-01,Private,Secondary,7.96184,5.89016,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-25 12:36:55
Ebonyi,Afikpo South,Owutu ,42364687,11/03/1/2/2/0001,Life Care Clinic,,2004-01-01,Private,Secondary,7.84125,5.82623,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 13:48:56
Ebonyi,Afikpo South,Owutu ,25467776,01/13/1/1/1/0048,Owutu General Hospital,,1990-01-01,Public,Secondary,7.84955,5.82256,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 14:46:34
Ebonyi,Ebonyi,Unknown,33429373,11/04/1/2/2/0009,Holy Trinity & Maternity,,,Private,Secondary,,,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Ebonyi,Ebonyi,New Layout,80653179,11/04/1/2/2/0011,Jesus Is Lord Hospital,,1996-01-01,Private,Secondary,8.10845,6.33221,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 07:22:45
Ebonyi,Ebonyi,Ndiabor,72481754,11/04/1/2/1/0001,Odomoke General Hospital,,2001-01-01,Public,Secondary,8.06913,7.72593,Operational,Unknown,Unknown,2018-01-01 01:01:01,2020-08-25 11:01:27
Ebonyi,Ebonyi,Agalegu,55035808,11/04/1/2/2/0001,ST. Patrick Hospital Mile Four  Abakaliki,,1946-01-01,Private,Secondary,7.13357,8.49989,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-25 12:32:51
Ebonyi,Ebonyi,Kpiri-Kpiri,22819767,11/04/1/2/2/0004,St. Peter'S Hospital,,,Private,Secondary,8.091108799,6.343134642,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
Ebonyi,Ezza North,Umuezeoka,70604000,01/15/1/1/1/0110,Umuezekoha General Hospital,,1988-01-01,Public,Secondary,7.91456,6.2963,Operational,Unknown,Unknown,2018-01-01 01:01:01,2020-08-25 12:48:38
Ebonyi,Ezza South,Echara,67549737,11/06/1/2/2/0053,ANGEL RAPHAEL COTTAGE HOSPITAL ECHARA,,2009-01-01,Private,Secondary,8.01158,6.13825,Operational,Registered,Licensed,2020-08-22 01:00:12,2020-08-22 05:13:32
Ebonyi,Ezza South,Onueke,81477141,11/06/1/2/1/0001,General Hospital Onueke,,1978-01-01,Public,Secondary,8.02555,6.16367,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 05:54:07
Ebonyi,Ezza South,Ndufu Amuzu,23089191,11/06/1/2/2/0055,JEMON HOSPITAL AND MATERNITY ONUORINTE ONUEKE,,2011-02-05,Private,Secondary,8.03861,6.17895,Operational,Registered,Licensed,2020-08-22 02:03:19,2020-08-22 05:18:02
Ebonyi,Ezza South,Ezzama,75294394,11/06/1/2/2/0063,Royal City Hospital Ndufu Ezzama Onueke,,2020-03-23,Private,Secondary,8.03147,6.16444,Operational,Registered,Licensed,2020-10-23 14:48:35,2020-12-10 12:03:39
Ebonyi,Ezza South,Onueke,81976684,11/06/1/2/2/0061,"St. Bartholomew Clinic & Maternity, Onueke",,2020-03-25,Private,Secondary,8.02245,6.15835,Operational,Registered,Licensed,2020-08-25 17:41:17,2020-08-28 11:56:16
Ebonyi,Ezza South,Amudo Okoffia,22411008,11/06/1/2/2/0001,St. Vincent Hospital Amudo,MOH/MSD/73/1/T.I,2012-01-01,Private,Secondary,8.01339763,6.07319437,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 08:24:57
Ebonyi,Ezza South,Ezzama 2,41635080,11/06/1/1/2/0004,Uzodinma Clinic,,2000-01-01,Private,Secondary,8.03203,6.16981,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 08:18:13
Ebonyi,Ikwo,Ndufu Echara,29853489,11/07/1/2/2/0003,Divine Hospital & Maternity Nzashi,,2007-01-01,Private,Secondary,8.14172,6.46908,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 12:47:12
Ebonyi,Ikwo,Ndufu Alike,64787440,11/07/1/2/1/0001,General  Hospital  Ikwo,,1984-01-01,Public,Secondary,8.9339,6.72545,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 05:49:46
Ebonyi,Ishielu,Ikwuano,53361740,11/08/1/2/1/0001,AGBA GENERAL HOSPITAL,,2005-01-01,Public,Secondary,7.85427,6.23904,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 02:09:30
Ebonyi,Ishielu,Ezzilo,33171480,11/08/1/2/2/0001,MARIA INES HOSPITAL EZILLO,,2006-01-01,Private,Secondary,7.79884,6.42267,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 13:21:12
Ebonyi,Ivo,Amonye,26954574,11/09/1/2/2/0033,chidinma Hospital,,2019-01-02,Private,Secondary,7.55694,5.94991,Operational,Provisionally Registered,Licensed,2020-08-22 16:34:43,2020-08-22 17:07:58
Ebonyi,Ivo,Amonye,21836012,11/09/1/2/2/0034,chidinma Hospital,,2019-01-01,Private,Secondary,7.55694,5.94991,Operational,,,2020-08-22 16:45:33,2020-08-25 08:47:49
Ebonyi,Ivo,Amagu-Ihie,72956225,11/09/1/1/1/0025,Ishiagu General Hospital,,1999-01-01,Public,Secondary,7.55685,5.92534,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 13:14:47
Ebonyi,Ivo,Amagu-Ihie,59964772,11/09/1/2/2/0029,ISHIAGU MEDICAL CENTRE,,2015-01-01,Private,Secondary,7.55694,5.94991,Operational,Registered,Licensed,2020-08-22 06:24:04,2020-08-22 13:14:57
Ebonyi,Izzi,Ndieze 2,84616120,11/10/1/2/1/0001,Iboko General Hospital,,1956-01-01,Public,Secondary,8.23386,6.40704,Operational,Unknown,Unknown,2018-01-01 01:01:01,2020-08-22 05:55:59
Ebonyi,Izzi,Igbeagu 3,87558394,11/10/1/2/2/0001,St .Vincent Hospital Ndubia,,2020-01-01,Private,Secondary,8.32216,6.36358,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 08:26:45
Ebonyi,Ohaozara,Mgbom Okposi,28108595,11/11/1/2/1/0001,OKPOSI GENERAL HOSPITAL,,1998-12-08,Public,Secondary,7.83109,6.20909,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 14:41:31
Ebonyi,Ohaozara,Umuobuna,87290890,11/11/1/2/2/0001,Presbyterian Joint Hospital Uburu,,1914-06-03,Private,Secondary,7.74997,6.03263,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 14:49:20
Ebonyi,Ohaozara,Uhuotaru,74849397,11/11/1/2/2/0042,Standard Hospital /Maternity,,2013-09-11,Private,Secondary,7.89146,6.05109,Operational,Registered,Licensed,2020-08-22 14:01:21,2020-08-22 18:15:43
Ebonyi,Ohaukwu,Umuogudu Oshia,22167082,11/12/1/2/2/0056,DR. Cecil Williams Mission Hospital Ngbo,,2013-01-01,Private,Secondary,7.90596,6.46742,Operational,Registered,Licensed,2020-08-22 07:21:23,2020-08-25 09:23:09
Ebonyi,Ohaukwu,Amike/Nsurakpa,75699132,11/12/1/1/1/0049,Ezzangbo General Hospital,,1975-01-01,Public,Secondary,7.97642,6.39559,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 13:41:46
Ebonyi,Ohaukwu,Umuogudu Oshia,41702421,11/12/1/2/2/0055,Holy Cross Hospital,,2004-01-01,Private,Secondary,7.94927,6.47319,Operational,Registered,Licensed,2020-08-22 07:11:41,2020-08-22 15:44:01
Ebonyi,Onicha,Umudomi,81595085,11/13/1/2/1/0001,General Hospital Onicha,,1991-01-01,Public,Secondary,7.82417,6.11018,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 13:05:41
Ebonyi,Onicha,Agbabor Isu,46469502,11/13/1/2/2/0048,UHUOGE EZENWANI MEDICAL CENTRE,,2020-01-01,Private,Secondary,7.80396,6.17896,Operational,Registered,Licensed,2020-08-22 05:40:13,2020-08-25 12:41:16
Ebonyi,Abakaliki,Azuiyiokwu,20704868,11/01/1/3/1/0001,National Obstetrics Fistula Centre,,2011-04-01,Public,Tertiary,8.09204,6.31977,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-08-22 13:24:21
Ebonyi,Ebonyi,Kpiri-Kpiri,14673726,11/04/1/3/1/0001,Alex Ekwueme Federal university  Teaching Hospital,,1996-01-01,Public,Tertiary,8.10964,6.33225,Operational,Not Applicable,Not Applicable,2018-01-01 01:01:01,2020-08-22 15:39:11
Edo,Akoko-Edo,Uffa/Akuku,68720616,12/01/1/3/2/0001,"Alafia Specialist Clinic and Maternity Home, Igarra",BD/CM/177/84,1984-03-10,Private,Secondary,6.1276116,7.2695883,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-03-06 20:36:16
Edo,Akoko-Edo,Uneme,41603567,12/01/1/2/1/0001,District Hospital Uneme Osu,,1919-04-12,Public,Secondary,6.23527,7.3541733,Operational,Unknown,Unknown,2018-01-01 01:01:01,2020-03-07 10:35:55
Edo,Akoko-Edo,Ibillo,41030478,12/01/1/2/1/0002,Ibillo General Hospital,,2003-01-01,Public,Secondary,6.08299925,7.43878438,Operational,Unknown,Unknown,2018-01-01 01:01:01,2019-12-14 20:47:15
Edo,Akoko-Edo,Uffa/Akuku,33350564,12/01/1/2/1/0003,Igarra General Hospital,,1978-02-10,Public,Secondary,6.104437167,7.280508333,Operational,Unknown,Unknown,2018-01-01 01:01:01,2020-03-20 16:48:49
Edo,Akoko-Edo,Ugbogbo,65246973,12/01/1/2/2/0001,Shalom Medical Clinic,,2009-05-06,Private,Secondary,6.10052824,7.29020581,Operational,Registered,Licensed,2018-01-01 01:01:01,2020-03-07 17:56:06
Edo,Egor,Ogida 1,80430390,12/02/1/1/2/0010,Bamby Hospital,,2000-01-01,Private,Secondary,5.60126,6.35279,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-13 18:55:21
Edo,Egor,Uselu 1,21992803,12/02/1/1/1/0104,Divine Nursing and Maternity,N/MH/040,2005-01-01,Private,Secondary,5.61013,6.35612,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-14 15:27:25
Edo,Egor,Ugbowo,80469457,12/12/1/1/2/0029,Ebony  Medica Centre,BD/C/M/216/86,1986-03-03,Private,Secondary,5.60227,6.37887,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-14 15:30:47
Edo,Egor,Uselu 2,48386574,12/02/1/1/1/0104,Echo Hospital,,2010-01-01,Private,Secondary,5.61654,6.37313,Operational,Registered,Licensed,2018-01-01 01:01:01,2019-12-14 15:44:36
Edo,Egor,Evbuotubu,58558042,12/02/1/2/2/0108,Ese Nursing and Maternity Home,,2018-01-01,Private,Secondary,5.7232,6.31968,Operational,Registered,Licensed,2019-12-13 11:16:31,2019-12-13 20:34:55
Edo,Egor,Uselu 1,70584169,12/02/1/2/2/0001,Evangel Model Hospital,,,Private,Secondary,5.621786714,6.358632445,Operational,Unknown,Unknown,2018-01-01 01:01:01,2018-01-01 01:01:01
